player,nation,position,squad,age,year_of_birth,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
Alban Lafont,FRA,GK,Nantes,24,1999,28,28,"2,496",27.7,43.0,1.55,118.0,75.0,70.3,7.0,4.0,17.0,7.0,25.0,8.0,8.0,0.0,0.0,0.0,Ligue_1,2023_2024
Jean-Louis Leca,FRA,GK,Lens,37,1985,1,1,90,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Benjamin Lecomte,FRA,GK,Montpellier,32,1991,30,30,"2,700",30.0,37.0,1.23,137.0,102.0,75.9,9.0,11.0,10.0,10.0,33.3,5.0,4.0,1.0,0.0,20.0,Ligue_1,2023_2024
Anthony Lopes,POR,GK,Lyon,32,1990,31,31,"2,790",31.0,49.0,1.58,155.0,106.0,71.0,16.0,4.0,11.0,9.0,29.0,6.0,4.0,1.0,1.0,20.0,Ligue_1,2023_2024
Pau López,ESP,GK,Marseille,28,1994,33,33,"2,939",32.7,39.0,1.19,124.0,86.0,71.0,13.0,11.0,9.0,7.0,21.2,3.0,3.0,0.0,0.0,0.0,Ligue_1,2023_2024
Radosław Majecki,POL,GK,Monaco,23,1999,12,12,"1,080",12.0,10.0,0.83,54.0,45.0,81.5,9.0,2.0,1.0,7.0,58.3,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Steve Mandanda,FRA,GK,Rennes,38,1985,34,34,"3,060",34.0,46.0,1.35,147.0,104.0,70.7,12.0,10.0,12.0,7.0,20.6,3.0,3.0,0.0,0.0,0.0,Ligue_1,2023_2024
Vito Mannone,ITA,GK,Lille,35,1988,2,1,91,1.0,2.0,1.98,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Yvon Mvogo,SUI,GK,Lorient,29,1994,34,34,"3,060",34.0,66.0,1.94,207.0,142.0,72.0,7.0,8.0,19.0,4.0,11.8,8.0,8.0,0.0,0.0,0.0,Ligue_1,2023_2024
Keylor Navas,CRC,GK,Paris S-G,36,1986,4,4,360,4.0,6.0,1.5,12.0,6.0,58.3,2.0,2.0,0.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,Ligue_1,2023_2024
Massamba Ndiaye,SEN,GK,Clermont Foot,21,2001,4,4,360,4.0,6.0,1.5,24.0,18.0,79.2,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ligue_1,2023_2024
Alexandre Oukidja,ALG,GK,Metz,35,1988,34,34,"2,987",33.2,57.0,1.72,185.0,128.0,72.4,8.0,5.0,21.0,6.0,17.6,6.0,6.0,0.0,0.0,0.0,Ligue_1,2023_2024
Denis Petrić,SRB,GK,Nantes,35,1988,1,0,24,0.3,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Guillaume Restes,FRA,GK,Toulouse,18,2005,34,34,"3,060",34.0,46.0,1.35,139.0,93.0,69.8,11.0,10.0,13.0,6.0,17.6,4.0,4.0,0.0,0.0,0.0,Ligue_1,2023_2024
Rémy Riou,FRA,GK,Lyon,35,1987,3,3,270,3.0,6.0,2.0,14.0,8.0,57.1,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Brice Samba,FRA,GK,Lens,29,1994,33,33,"2,970",33.0,35.0,1.06,136.0,101.0,78.7,14.0,8.0,11.0,14.0,42.4,8.0,6.0,1.0,1.0,14.3,Ligue_1,2023_2024
Matz Sels,BEL,GK,Strasbourg,31,1992,19,19,"1,710",19.0,24.0,1.26,62.0,40.0,62.9,6.0,7.0,6.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,Ligue_1,2023_2024
Arnau Tenas,ESP,GK,Paris S-G,22,2001,6,5,529,5.9,7.0,1.19,25.0,18.0,72.0,2.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,,Ligue_1,2023_2024
Arda Akbulut,TUR,GK,Trabzonspor,20,2001,1,1,90,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Gökhan Akkan,TUR,GK,Rizespor,26,1995,27,27,"2,386",26.5,54.0,2.04,135.0,91.0,67.4,8.0,2.0,17.0,3.0,11.1,10.0,10.0,0.0,0.0,0.0,Super_Lig,2021_2022
Murat Akşit,TUR,GK,Yeni Mal'spor,19,2002,1,0,14,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Doğan Alemdar,TUR,GK,Kayserispor,18,2002,1,1,90,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Volkan Babacan,TUR,GK,Başakşehir,32,1988,31,31,"2,790",31.0,31.0,1.0,118.0,90.0,76.3,16.0,5.0,10.0,9.0,29.0,3.0,3.0,0.0,0.0,0.0,Super_Lig,2021_2022
Bilal Bayazit,NED,GK,Kayserispor,22,1999,5,5,450,5.0,10.0,2.0,32.0,23.0,71.9,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Altay Bayındır,TUR,GK,Fenerbahçe,23,1998,24,24,"2,141",23.8,20.0,0.84,83.0,67.0,80.7,17.0,4.0,3.0,10.0,41.7,6.0,4.0,0.0,2.0,0.0,Super_Lig,2021_2022
Emre Bilgin,TUR,GK,Beşiktaş,17,2004,3,3,270,3.0,2.0,0.67,11.0,9.0,81.8,1.0,2.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Ruud Boffin,BEL,GK,Antalyaspor,33,1987,37,37,"3,330",37.0,47.0,1.27,128.0,92.0,71.9,15.0,11.0,11.0,9.0,24.3,11.0,11.0,0.0,0.0,0.0,Super_Lig,2021_2022
Mustafa Burak Bozan,nan,GK,Gaziantep FK,20,2000,4,3,279,3.1,4.0,1.29,17.0,13.0,76.5,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Uğurcan Çakır,TUR,GK,Trabzonspor,25,1996,36,36,"3,227",35.9,33.0,0.92,148.0,120.0,79.7,22.0,12.0,2.0,11.0,30.6,8.0,3.0,3.0,2.0,50.0,Super_Lig,2021_2022
İrfan Can Eğribayat,TUR,GK,Göztepe,23,1998,30,30,"2,700",30.0,50.0,1.67,132.0,89.0,67.4,7.0,6.0,17.0,1.0,3.3,8.0,7.0,0.0,1.0,0.0,Super_Lig,2021_2022
Erdem Canpolat,GER,GK,Kasımpaşa,20,2001,3,3,270,3.0,7.0,2.33,19.0,13.0,68.4,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
José Carlos Marafona,POR,GK,Alanyaspor,34,1987,16,16,"1,440",16.0,27.0,1.69,64.0,38.0,59.4,7.0,4.0,5.0,4.0,25.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Tarık Çetin,TUR,GK,Rizespor,24,1997,11,9,854,9.5,12.0,1.26,45.0,36.0,77.8,2.0,4.0,3.0,3.0,33.3,3.0,2.0,1.0,0.0,33.3,Super_Lig,2021_2022
İsmail Çipe,TUR,GK,Galatasaray,26,1995,7,6,548,6.1,11.0,1.81,23.0,13.0,56.5,1.0,1.0,4.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Göktan Cörüt,nan,GK,Giresunspor,21,2000,1,0,38,0.4,3.0,7.11,5.0,2.0,40.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Abdulsamed Damlu,TUR,GK,Yeni Mal'spor,22,1999,9,8,710,7.9,22.0,2.79,67.0,45.0,67.2,1.0,0.0,7.0,2.0,25.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Ersin Destanoğlu,TUR,GK,Beşiktaş,20,2001,32,31,"2,791",31.0,35.0,1.13,92.0,63.0,66.3,13.0,12.0,6.0,9.0,29.0,6.0,4.0,2.0,0.0,33.3,Super_Lig,2021_2022
Erten Ersu,TUR,GK,Konyaspor,27,1994,1,1,90,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Osman Ertuğrul Çetin,TUR,GK,Fenerbahçe,18,2003,2,1,96,1.1,1.0,0.94,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Ahmet Eyüp Türkaslan,nan,GK,Yeni Mal'spor,26,1994,2,1,135,1.5,5.0,3.33,10.0,5.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Diogo Fesnard Sousa,POR,GK,Antalyaspor,22,1998,1,1,90,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Cenk Gönen,TUR,GK,Kayserispor,33,1988,2,2,180,2.0,2.0,1.0,7.0,5.0,71.4,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Zafer Görgen,nan,GK,Rizespor,21,2000,2,2,180,2.0,5.0,2.5,14.0,9.0,64.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Mert Günok,TUR,GK,Beşiktaş,32,1989,4,4,359,4.0,11.0,2.76,21.0,11.0,52.4,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Günay Güvenç,nan,GK,Gaziantep FK,30,1991,35,35,"3,099",34.4,50.0,1.45,145.0,102.0,69.0,11.0,9.0,15.0,9.0,25.7,8.0,5.0,2.0,1.0,28.6,Super_Lig,2021_2022
Ferhat Kaplan,TUR,GK,Adana Demirspor,32,1989,7,6,552,6.1,9.0,1.47,25.0,16.0,64.0,3.0,2.0,1.0,1.0,16.7,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Yusuf Karagöz,TUR,GK,Alanyaspor,21,1999,3,3,270,3.0,3.0,1.0,9.0,7.0,77.8,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Vedat Karakuş,TUR,GK,Adana Demirspor,23,1998,1,1,90,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Erce Kardeşler,TUR,GK,Trabzonspor,27,1994,2,1,102,1.1,3.0,2.65,3.0,3.0,100.0,0.0,0.0,1.0,1.0,100.0,3.0,3.0,0.0,0.0,0.0,Super_Lig,2021_2022
Ekrem Kılıçarslan,nan,GK,Gaziantep FK,23,1997,1,0,42,0.5,0.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Serkan Kırıntılı,TUR,GK,Alanyaspor,36,1985,19,19,"1,710",19.0,28.0,1.47,91.0,64.0,70.3,10.0,3.0,6.0,6.0,31.6,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Okan Kocuk,TUR,GK,Giresunspor,26,1995,32,32,"2,880",32.0,38.0,1.19,119.0,89.0,71.4,12.0,6.0,14.0,9.0,28.1,8.0,4.0,4.0,0.0,50.0,Super_Lig,2021_2022
Mateusz Lis,POL,GK,Altay,24,1997,35,35,"3,150",35.0,50.0,1.43,166.0,124.0,74.1,9.0,6.0,20.0,7.0,20.0,9.0,7.0,2.0,0.0,22.2,Super_Lig,2021_2022
Silviu Lung Jr.,ROU,GK,Kayserispor,32,1989,30,30,"2,700",30.0,46.0,1.53,140.0,98.0,70.0,10.0,10.0,10.0,8.0,26.7,5.0,4.0,0.0,1.0,0.0,Super_Lig,2021_2022
Munir,MAR,GK,Hatayspor,32,1989,34,34,"3,060",34.0,49.0,1.44,151.0,112.0,72.8,14.0,7.0,13.0,8.0,23.5,10.0,8.0,2.0,0.0,20.0,Super_Lig,2021_2022
Arijanet Muric,KVX,GK,Adana Demirspor,22,1998,31,31,"2,778",30.9,38.0,1.23,152.0,120.0,78.9,11.0,8.0,12.0,8.0,25.8,7.0,6.0,1.0,0.0,14.3,Super_Lig,2021_2022
Fernando Muslera,URU,GK,Galatasaray,35,1986,25,25,"2,242",24.9,31.0,1.24,105.0,78.0,73.3,10.0,7.0,8.0,8.0,32.0,5.0,3.0,1.0,1.0,25.0,Super_Lig,2021_2022
Ertaç Özbir,TUR,GK,Yeni Mal'spor,31,1989,29,29,"2,561",28.5,44.0,1.55,137.0,100.0,72.3,4.0,5.0,20.0,6.0,20.7,7.0,6.0,1.0,0.0,14.3,Super_Lig,2021_2022
Arda Özçimen,TUR,GK,Göztepe,19,2002,4,4,360,4.0,13.0,3.25,25.0,12.0,48.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,,Super_Lig,2021_2022
Berke Özer,TUR,GK,Fenerbahçe,21,2000,14,13,"1,183",13.1,17.0,1.29,48.0,32.0,66.7,3.0,6.0,4.0,2.0,15.4,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Fatih Öztürk,TUR,GK,Galatasaray,34,1986,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Iñaki Peña ,ESP,GK,Galatasaray,22,1999,6,6,540,6.0,9.0,1.5,22.0,15.0,68.2,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Super_Lig,2021_2022
Onurcan Piri,TUR,GK,Giresunspor,26,1994,6,6,502,5.6,6.0,1.08,17.0,10.0,64.7,0.0,3.0,3.0,1.0,16.7,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Kenan Pirić,BIH,GK,Göztepe,27,1994,4,4,360,4.0,14.0,3.5,20.0,7.0,35.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Ali Şaşal Vural,TUR,GK,Sivasspor,31,1990,25,25,"2,250",25.0,33.0,1.32,85.0,57.0,67.1,9.0,8.0,8.0,5.0,20.0,5.0,5.0,0.0,0.0,0.0,Super_Lig,2021_2022
Emre Satılmış,nan,GK,Sivasspor,24,1996,1,1,90,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Ibrahim Šehić,BIH,GK,Konyaspor,32,1988,37,37,"3,330",37.0,45.0,1.22,162.0,123.0,75.9,19.0,8.0,10.0,12.0,32.4,6.0,6.0,0.0,0.0,0.0,Super_Lig,2021_2022
Muhammed Şengezer,TUR,GK,Başakşehir,24,1997,7,7,630,7.0,5.0,0.71,20.0,15.0,75.0,3.0,3.0,1.0,3.0,42.9,0.0,0.0,0.0,0.0,,Super_Lig,2021_2022
Ertuğrul Taşkıran,TUR,GK,Kasımpaşa,31,1989,27,27,"2,361",26.2,36.0,1.37,100.0,66.0,66.0,13.0,5.0,9.0,7.0,25.9,2.0,2.0,0.0,0.0,0.0,Super_Lig,2021_2022
Harun Tekin,TUR,GK,Kasımpaşa,32,1989,9,8,789,8.8,14.0,1.6,41.0,28.0,68.3,0.0,3.0,5.0,2.0,25.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Cihan Topaloğlu,TUR,GK,Altay,29,1992,3,3,270,3.0,7.0,2.33,11.0,5.0,45.5,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2021_2022
Emiliano Viviano,ITA,GK,Fatih Karagümrük,35,1985,38,38,"3,420",38.0,52.0,1.37,174.0,130.0,74.1,16.0,9.0,13.0,11.0,28.9,9.0,7.0,2.0,0.0,22.2,Super_Lig,2021_2022
Abdullah Yiğiter,nan,GK,Hatayspor,21,2000,4,4,360,4.0,11.0,2.75,22.0,12.0,50.0,1.0,1.0,2.0,1.0,25.0,1.0,0.0,1.0,0.0,100.0,Super_Lig,2021_2022
Muammer Yıldırım,TUR,GK,Sivasspor,30,1990,12,12,"1,080",12.0,16.0,1.33,51.0,37.0,72.5,4.0,4.0,4.0,3.0,25.0,2.0,2.0,0.0,0.0,0.0,Super_Lig,2021_2022
Julen Agirrezabala,ESP,GK,Athletic Club,22,2000,4,2,238,2.6,4.0,1.51,12.0,8.0,66.7,1.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Kepa Arrizabalaga,ESP,GK,Real Madrid,28,1994,14,13,"1,198",13.3,9.0,0.68,38.0,30.0,76.3,10.0,2.0,1.0,8.0,61.5,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Augusto Batalla,ARG,GK,Granada,27,1996,17,17,"1,530",17.0,28.0,1.65,86.0,58.0,67.4,3.0,4.0,10.0,3.0,17.6,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Yassine Bounou,MAR,GK,Sevilla,32,1991,1,1,90,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Claudio Bravo,CHI,GK,Betis,40,1983,7,7,630,7.0,5.0,0.71,20.0,16.0,75.0,3.0,4.0,0.0,2.0,28.6,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Cárdenas,ESP,GK,Rayo Vallecano,26,1997,1,1,90,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Thibaut Courtois,BEL,GK,Real Madrid,31,1992,4,4,332,3.7,0.0,0.0,15.0,15.0,100.0,3.0,1.0,0.0,3.0,75.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Cristian,ESP,GK,Valencia,25,1998,1,0,57,0.6,1.0,1.58,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Iván Cuéllar,ESP,GK,Mallorca,39,1984,1,1,90,1.0,1.0,1.0,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Stole Dimitrievski,MKD,GK,Rayo Vallecano,29,1993,37,37,"3,330",37.0,47.0,1.27,150.0,104.0,69.3,8.0,14.0,15.0,13.0,35.1,2.0,1.0,1.0,0.0,50.0,La_Liga,2023_2024
Marko Dmitrović,SRB,GK,Sevilla,31,1992,13,13,"1,170",13.0,25.0,1.92,68.0,44.0,66.2,2.0,2.0,9.0,2.0,15.4,2.0,2.0,0.0,0.0,0.0,La_Liga,2023_2024
Jaume Doménech,ESP,GK,Valencia,32,1990,2,1,79,0.9,3.0,3.42,12.0,9.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Aarón Escandell,ESP,GK,Las Palmas,27,1995,2,1,153,1.7,3.0,1.76,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Aitor Fernández,ESP,GK,Osasuna,32,1991,7,6,551,6.1,9.0,1.47,20.0,11.0,60.0,0.0,2.0,4.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,La_Liga,2023_2024
Raúl Fernández,ESP,GK,Granada,35,1988,4,4,280,3.1,11.0,3.54,17.0,7.0,35.3,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,,La_Liga,2023_2024
Fernando,ESP,GK,Almería,33,1990,4,4,360,4.0,10.0,2.5,23.0,13.0,56.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
André Ferreira,POR,GK,Granada,27,1996,15,14,"1,340",14.9,29.0,1.95,77.0,49.0,66.2,0.0,5.0,9.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,La_Liga,2023_2024
Daniel Fuzato,BRA,GK,Getafe,26,1997,1,0,7,0.1,2.0,25.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Paulo Gazzaniga,ARG,GK,Girona,31,1992,38,38,"3,420",38.0,46.0,1.21,168.0,121.0,75.6,25.0,6.0,7.0,12.0,31.6,7.0,5.0,1.0,1.0,16.7,La_Liga,2023_2024
David Gil,ESP,GK,Cádiz,29,1994,5,4,372,4.1,8.0,1.94,24.0,17.0,66.7,0.0,3.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Dominik Greif,SVK,GK,Mallorca,26,1997,1,1,90,1.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Vicente Guaita,ESP,GK,Celta Vigo,36,1987,27,26,"2,403",26.7,39.0,1.46,120.0,83.0,70.8,8.0,7.0,11.0,6.0,23.1,5.0,4.0,0.0,1.0,0.0,La_Liga,2023_2024
Sergio Herrera,ESP,GK,Osasuna,30,1993,32,32,"2,869",31.9,47.0,1.47,132.0,84.0,64.4,12.0,7.0,13.0,9.0,28.1,1.0,0.0,1.0,0.0,100.0,La_Liga,2023_2024
Filip Jørgensen,DEN,GK,Villarreal,21,2002,36,36,"3,240",36.0,63.0,1.75,205.0,143.0,72.2,13.0,10.0,13.0,6.0,16.7,6.0,6.0,0.0,0.0,0.0,La_Liga,2023_2024
Jeremías Ledesma,ARG,GK,Cádiz,30,1993,34,34,"3,048",33.9,47.0,1.39,151.0,104.0,70.2,6.0,12.0,16.0,9.0,26.5,2.0,2.0,0.0,0.0,0.0,La_Liga,2023_2024
Andriy Lunin,UKR,GK,Real Madrid,24,1999,21,21,"1,890",21.0,17.0,0.81,65.0,48.0,75.4,16.0,5.0,0.0,10.0,47.6,1.0,1.0,0.0,0.0,0.0,La_Liga,2023_2024
Giorgi Mamardashvili,GEO,GK,Valencia,22,2000,37,37,"3,284",36.5,41.0,1.12,145.0,103.0,73.8,13.0,10.0,14.0,13.0,35.1,6.0,3.0,3.0,0.0,50.0,La_Liga,2023_2024
Diego Mariño,ESP,GK,Almería,33,1990,1,1,90,1.0,2.0,2.0,4.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,La_Liga,2023_2024
Unai Marrero,ESP,GK,Real Sociedad,21,2001,2,1,142,1.6,3.0,1.9,5.0,2.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,La_Liga,2023_2024
Marc Martínez,ESP,GK,Granada,33,1990,3,3,270,3.0,11.0,3.67,23.0,12.0,60.9,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,La_Liga,2023_2024
Luís Maximiano,POR,GK,Almería,24,1999,33,33,"2,970",33.0,63.0,1.91,175.0,111.0,66.3,2.0,11.0,20.0,6.0,18.2,7.0,4.0,1.0,2.0,20.0,La_Liga,2023_2024
Ørjan Nyland,NOR,GK,Sevilla,32,1990,24,24,"2,160",24.0,27.0,1.13,104.0,78.0,76.9,8.0,9.0,7.0,6.0,25.0,3.0,3.0,0.0,0.0,0.0,La_Liga,2023_2024
Jan Oblak,SVN,GK,Atlético Madrid,30,1993,38,38,"3,420",38.0,43.0,1.13,144.0,101.0,70.8,24.0,4.0,10.0,13.0,34.2,2.0,1.0,0.0,1.0,0.0,La_Liga,2023_2024
Jesús Owono,EQG,GK,Alavés,22,2001,4,4,360,4.0,8.0,2.0,24.0,16.0,66.7,1.0,2.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Iñaki Peña ,ESP,GK,Barcelona,24,1999,10,10,900,10.0,17.0,1.7,39.0,22.0,56.4,6.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Predrag Rajković,SRB,GK,Mallorca,27,1995,36,36,"3,240",36.0,43.0,1.19,138.0,95.0,71.7,7.0,15.0,14.0,9.0,25.0,5.0,4.0,1.0,0.0,20.0,La_Liga,2023_2024
Pepe Reina,ESP,GK,Villarreal,40,1982,2,2,180,2.0,2.0,1.0,9.0,7.0,77.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Álex Remiro,ESP,GK,Real Sociedad,28,1995,37,37,"3,275",36.4,36.0,0.99,130.0,94.0,76.2,16.0,12.0,9.0,15.0,40.5,6.0,5.0,1.0,0.0,16.7,La_Liga,2023_2024
Rui Silva,POR,GK,Betis,29,1994,28,28,"2,475",27.5,36.0,1.31,120.0,85.0,75.8,10.0,9.0,9.0,9.0,32.1,8.0,7.0,1.0,0.0,12.5,La_Liga,2023_2024
Unai Simón,ESP,GK,Athletic Club,26,1997,36,36,"3,182",35.4,33.0,0.93,122.0,90.0,73.8,18.0,11.0,7.0,16.0,44.4,5.0,1.0,3.0,1.0,75.0,La_Liga,2023_2024
Antonio Sivera,ESP,GK,Alavés,26,1996,34,34,"3,060",34.0,38.0,1.12,123.0,87.0,75.6,11.0,8.0,15.0,10.0,29.4,8.0,8.0,0.0,0.0,0.0,La_Liga,2023_2024
David Soria,ESP,GK,Getafe,30,1993,38,38,"3,413",37.9,52.0,1.37,171.0,118.0,72.5,10.0,13.0,15.0,10.0,26.3,7.0,5.0,1.0,1.0,16.7,La_Liga,2023_2024
Marc-André ter Stegen,GER,GK,Barcelona,31,1992,28,28,"2,520",28.0,27.0,0.96,102.0,75.0,75.5,20.0,5.0,3.0,15.0,53.6,2.0,2.0,0.0,0.0,0.0,La_Liga,2023_2024
Álvaro Vallés,ESP,GK,Las Palmas,26,1997,37,37,"3,263",36.3,44.0,1.21,152.0,108.0,74.3,10.0,10.0,17.0,8.0,21.6,9.0,5.0,3.0,1.0,37.5,La_Liga,2023_2024
Fran Vieites,ESP,GK,Betis,24,1999,4,3,315,3.5,4.0,1.14,18.0,14.0,77.8,1.0,2.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,,La_Liga,2023_2024
Iván Villar,ESP,GK,Celta Vigo,26,1997,12,12,"1,014",11.3,18.0,1.6,44.0,26.0,63.6,2.0,4.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,33.3,La_Liga,2023_2024
Plamen Andreev,BUL,GK,Levski Sofia,17,2004,32,32,"2,880",32.0,,,,,,16.0,10.0,6.0,21.0,65.6,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2022_2023
Georgi Argilashki,BUL,GK,Botev Plovdiv,31,1991,8,8,720,8.0,,,,,,1.0,2.0,5.0,1.0,12.5,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2022_2023
Federico Barrios,COL,GK,Botev Vratsa,25,1996,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2022_2023
Gustavo Busatto,BRA,GK,CSKA Sofia,31,1990,32,32,"2,880",32.0,,,,,,23.0,6.0,3.0,20.0,62.5,1.0,1.0,0.0,0.0,0.0,Bulgarian_First_League,2022_2023
Petar Debarliev,BUL,GK,PFC Hebar Pazardzhik,31,1991,31,30,"2,745",30.5,,,,,,8.0,5.0,17.0,7.0,23.3,5.0,5.0,0.0,0.0,0.0,Bulgarian_First_League,2022_2023
