squad,#_of_players,average_age,possession,matches_played,starts,minutes,90s_played,goals,assists,goals_+_assists,non-penalty_goals,penalty_kicks_made,penalty_kicks_attempted,yellow_cards,red_cards,goals/90,assists/90,goals_+_assists/90,non-penalty_goals/90,npxg_+_xag/90,league,season,xg:_expected_goals,npxg:_non-penalty_xg,xag:_exp._assisted_goals,npxg_+_xag,progressive_carries,progressive_passes,non-penalty_goals_+_assists/90,xg/90,xag/90,xg_+_xag/90,npxg/90
Heidenheim,22,26,42.0,34,374,3060,34,46,34.0,80.0,44,2,3,54,1,1,1.0,2.0,1,1.0,Bundesliga,2023_2024,39.0,37.0,27.0,64.0,510.0,983.0,2.0,1.0,0.0,1.0,1.0
Hoffenheim,30,27,49.0,34,374,3060,34,65,47.0,112.0,59,6,6,86,5,1,1.0,3.0,1,2.0,Bundesliga,2023_2024,53.0,49.0,39.0,88.0,538.0,1359.0,3.0,1.0,1.0,2.0,1.0
Köln,26,25,46.0,34,374,3060,34,28,17.0,45.0,23,5,6,71,4,0,0.0,1.0,0,1.0,Bundesliga,2023_2024,39.0,34.0,27.0,61.0,618.0,1086.0,1.0,1.0,0.0,1.0,1.0
Leverkusen,24,26,61.0,34,374,3060,34,87,71.0,158.0,79,8,8,59,0,2,2.0,4.0,2,3.0,Bundesliga,2023_2024,73.0,67.0,55.0,122.0,888.0,1997.0,4.0,2.0,1.0,3.0,1.0
Mainz 05,30,26,46.0,34,374,3060,34,38,31.0,69.0,37,1,5,99,3,1,0.0,2.0,1,2.0,Bundesliga,2023_2024,44.0,40.0,32.0,72.0,480.0,1169.0,2.0,1.0,0.0,2.0,1.0
RB Leipzig,26,25,55.0,34,374,3060,34,74,53.0,127.0,70,4,7,61,1,2,1.0,3.0,2,3.0,Bundesliga,2023_2024,65.0,60.0,47.0,107.0,714.0,1541.0,3.0,1.0,1.0,3.0,1.0
Stuttgart,27,25,59.0,34,374,3060,34,78,60.0,138.0,73,5,8,56,1,2,1.0,4.0,2,3.0,Bundesliga,2023_2024,70.0,64.0,53.0,117.0,693.0,1618.0,3.0,2.0,1.0,3.0,1.0
Union Berlin,30,28,42.0,34,374,3060,34,33,23.0,56.0,30,3,6,67,7,0,0.0,1.0,0,1.0,Bundesliga,2023_2024,40.0,35.0,25.0,60.0,389.0,1146.0,1.0,1.0,0.0,1.0,1.0
Werder Bremen,30,27,46.0,34,374,3060,34,45,33.0,78.0,40,5,6,73,2,1,0.0,2.0,1,2.0,Bundesliga,2023_2024,46.0,42.0,35.0,77.0,492.0,1172.0,2.0,1.0,1.0,2.0,1.0
Wolfsburg,28,25,48.0,34,374,3060,34,41,27.0,68.0,39,2,3,86,5,1,0.0,2.0,1,1.0,Bundesliga,2023_2024,39.0,36.0,28.0,65.0,441.0,1235.0,1.0,1.0,0.0,1.0,1.0
Adana Demirspor,34,27,48.0,38,418,3420,38,58,42.0,100.0,52,6,9,63,2,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Alanyaspor,32,28,53.0,38,418,3420,38,65,48.0,113.0,62,3,5,71,5,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Altay,30,28,44.0,38,418,3420,38,38,27.0,65.0,32,6,8,84,4,1,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Antalyaspor,31,29,48.0,38,418,3420,38,52,33.0,85.0,47,5,6,79,1,1,0.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Başakşehir,33,29,56.0,38,418,3420,38,54,34.0,88.0,50,4,4,73,2,1,0.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Beşiktaş,29,27,55.0,38,418,3420,38,56,35.0,91.0,50,6,8,105,10,1,0.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Fatih Karagümrük,34,29,52.0,38,418,3420,38,45,38.0,83.0,42,3,4,84,10,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Fenerbahçe,31,26,55.0,38,418,3420,38,73,53.0,126.0,63,10,12,85,4,1,1.0,3.0,1,3.0,Super_Lig,2021_2022,,,,,,,,,,,
Galatasaray,36,26,54.0,38,418,3420,38,51,30.0,81.0,43,8,12,89,3,1,0.0,2.0,1,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Gaziantep FK,32,28,46.0,38,418,3420,38,46,26.0,72.0,36,10,11,84,4,1,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Giresunspor,36,26,47.0,38,418,3420,38,40,25.0,65.0,31,9,10,64,4,1,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Göztepe,36,27,49.0,38,418,3420,38,39,25.0,64.0,33,6,8,95,8,1,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Hatayspor,31,28,48.0,38,418,3420,38,55,42.0,97.0,51,4,5,89,4,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Kasımpaşa,32,27,51.0,38,418,3420,38,65,48.0,113.0,58,7,9,97,4,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Kayserispor,38,28,44.0,38,417,3420,38,54,41.0,95.0,50,4,5,73,3,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Konyaspor,27,28,51.0,38,418,3420,38,65,47.0,112.0,60,5,5,76,4,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Rizespor,36,28,48.0,38,418,3420,38,43,25.0,68.0,35,8,9,80,7,1,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Sivasspor,32,30,46.0,38,418,3420,38,51,31.0,82.0,43,8,9,75,5,1,0.0,2.0,1,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Trabzonspor,31,27,55.0,38,418,3420,38,67,41.0,108.0,58,9,11,65,4,1,1.0,2.0,1,2.0,Super_Lig,2021_2022,,,,,,,,,,,
Yeni Mal'spor,42,26,41.0,38,418,3420,38,26,17.0,43.0,22,4,4,76,5,0,0.0,1.0,0,1.0,Super_Lig,2021_2022,,,,,,,,,,,
Arsenal,26,24,59.0,38,418,3420,38,84,64.0,148.0,81,3,4,51,0,2,1.0,3.0,2,3.0,Premier_League,2022_2023,71.0,68.0,53.0,122.0,824.0,2049.0,3.0,1.0,1.0,3.0,1.0
Aston Villa,26,27,49.0,38,418,3420,38,49,35.0,84.0,46,3,4,80,1,1,0.0,2.0,1,2.0,Premier_League,2022_2023,50.0,47.0,38.0,86.0,637.0,1242.0,2.0,1.0,1.0,2.0,1.0
Bournemouth,31,26,40.0,38,418,3420,38,37,24.0,61.0,37,0,0,68,0,0,0.0,1.0,0,1.0,Premier_League,2022_2023,38.0,38.0,28.0,66.0,504.0,1006.0,1.0,1.0,0.0,1.0,1.0
Brentford,25,26,43.0,38,418,3420,38,56,36.0,92.0,49,7,8,57,1,1,0.0,2.0,1,2.0,Premier_League,2022_2023,56.0,50.0,38.0,88.0,392.0,1131.0,2.0,1.0,1.0,2.0,1.0
Brighton,29,26,60.0,38,418,3420,38,68,46.0,114.0,62,6,6,58,0,1,1.0,3.0,1,3.0,Premier_League,2022_2023,73.0,68.0,52.0,121.0,809.0,1849.0,2.0,1.0,1.0,3.0,1.0
Chelsea,32,26,58.0,38,418,3420,38,37,27.0,64.0,34,3,3,81,3,0,0.0,1.0,0,2.0,Premier_League,2022_2023,49.0,47.0,38.0,85.0,829.0,1737.0,1.0,1.0,1.0,2.0,1.0
Crystal Palace,26,26,46.0,38,418,3420,38,38,29.0,67.0,37,1,3,82,3,1,0.0,1.0,0,1.0,Premier_League,2022_2023,39.0,36.0,29.0,65.0,556.0,1243.0,1.0,1.0,0.0,1.0,0.0
Everton,28,26,42.0,38,418,3420,38,32,24.0,56.0,29,3,3,81,2,0,0.0,1.0,0,1.0,Premier_League,2022_2023,45.0,42.0,32.0,75.0,500.0,1052.0,1.0,1.0,0.0,2.0,1.0
Fulham,29,28,48.0,38,418,3420,38,52,33.0,85.0,47,5,9,80,1,1,0.0,2.0,1,1.0,Premier_League,2022_2023,46.0,39.0,28.0,67.0,663.0,1326.0,2.0,1.0,0.0,1.0,1.0
Leeds United,29,25,47.0,38,418,3420,38,45,31.0,76.0,44,1,3,89,3,1,0.0,2.0,1,2.0,Premier_League,2022_2023,47.0,44.0,31.0,76.0,555.0,1429.0,1.0,1.0,0.0,2.0,1.0
Leicester City,28,26,47.0,38,418,3420,38,49,36.0,85.0,46,3,6,63,2,1,0.0,2.0,1,2.0,Premier_League,2022_2023,50.0,45.0,38.0,84.0,580.0,1304.0,2.0,1.0,1.0,2.0,1.0
Liverpool,28,27,60.0,38,418,3420,38,71,58.0,129.0,69,2,4,57,1,1,1.0,3.0,1,3.0,Premier_League,2022_2023,71.0,68.0,55.0,124.0,719.0,1992.0,3.0,1.0,1.0,3.0,1.0
Manchester City,24,27,64.0,38,418,3420,38,92,69.0,161.0,83,9,10,44,1,2,1.0,4.0,2,3.0,Premier_League,2022_2023,78.0,71.0,57.0,128.0,988.0,2073.0,4.0,2.0,1.0,3.0,1.0
Manchester Utd,26,26,53.0,38,418,3420,38,56,42.0,98.0,53,3,3,78,2,1,1.0,2.0,1,3.0,Premier_League,2022_2023,67.0,65.0,52.0,117.0,711.0,1595.0,2.0,1.0,1.0,3.0,1.0
Newcastle Utd,27,27,52.0,38,418,3420,38,64,42.0,106.0,58,6,6,61,1,1,1.0,2.0,1,3.0,Premier_League,2022_2023,71.0,67.0,51.0,119.0,695.0,1618.0,2.0,1.0,1.0,3.0,1.0
Nott'ham Forest,33,26,37.0,38,418,3420,38,36,22.0,58.0,33,3,6,84,0,0,0.0,1.0,0,1.0,Premier_League,2022_2023,39.0,34.0,26.0,61.0,436.0,859.0,1.0,1.0,0.0,1.0,0.0
Southampton,36,24,44.0,38,418,3420,38,36,25.0,61.0,34,2,4,73,0,0,0.0,1.0,0,1.0,Premier_League,2022_2023,37.0,34.0,28.0,62.0,588.0,1125.0,1.0,0.0,0.0,1.0,0.0
Tottenham,29,27,50.0,38,418,3420,38,68,46.0,114.0,63,5,6,77,3,1,1.0,3.0,1,2.0,Premier_League,2022_2023,57.0,52.0,43.0,95.0,692.0,1449.0,2.0,1.0,1.0,2.0,1.0
West Ham,25,28,42.0,38,418,3420,38,41,25.0,66.0,35,6,8,44,0,1,0.0,1.0,0,2.0,Premier_League,2022_2023,49.0,43.0,32.0,76.0,615.0,1274.0,1.0,1.0,0.0,2.0,1.0
Wolves,32,26,49.0,38,418,3420,38,28,12.0,40.0,25,3,3,85,6,0,0.0,1.0,0,1.0,Premier_League,2022_2023,36.0,34.0,25.0,60.0,610.0,1343.0,0.0,0.0,0.0,1.0,0.0
AGF,30,26,48.0,32,352,2880,32,40,26.0,66.0,36,4,5,68,3,1,0.0,2.0,1,1.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Brøndby,31,26,54.0,32,352,2880,32,59,46.0,105.0,55,4,4,55,3,1,1.0,3.0,1,3.0,Danish_Superliga,2023_2024,,,,,,,,,,,
FC Copenhagen,28,26,53.0,32,352,2880,32,63,45.0,108.0,57,6,7,54,1,1,1.0,3.0,1,3.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Hvidovre IF,29,27,51.0,32,352,2880,32,26,19.0,45.0,24,2,3,66,1,0,0.0,1.0,0,1.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Lyngby,34,25,46.0,32,352,2880,32,37,26.0,63.0,34,3,4,54,2,1,0.0,1.0,1,1.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Midtjylland,35,25,47.0,32,352,2880,32,61,34.0,95.0,55,6,11,68,4,1,1.0,2.0,1,2.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Nordsjælland,28,23,57.0,32,352,2880,32,58,43.0,101.0,55,3,5,49,0,1,1.0,3.0,1,3.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Odense,30,25,49.0,32,352,2880,32,37,26.0,63.0,35,2,2,63,1,1,0.0,1.0,1,1.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Randers,31,25,48.0,32,352,2880,32,39,30.0,69.0,36,3,4,55,2,1,0.0,2.0,1,2.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Silkeborg,28,24,53.0,32,352,2880,32,38,28.0,66.0,36,2,3,39,1,1,0.0,2.0,1,2.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Vejle BK,30,26,40.0,32,352,2880,32,31,27.0,58.0,31,0,2,77,3,0,0.0,1.0,0,1.0,Danish_Superliga,2023_2024,,,,,,,,,,,
Viborg,29,23,49.0,32,352,2880,32,38,30.0,68.0,38,0,1,56,2,1,0.0,2.0,1,2.0,Danish_Superliga,2023_2024,,,,,,,,,,,
AEK Athens,30,29,,36,396,3240,36,78,49.0,127.0,71,7,9,75,2,2,1.0,3.0,1,3.0,Super_League_Greece,2023_2024,,,,,,,,,,,
AO Kifisia,35,27,,33,363,2970,33,34,21.0,55.0,28,6,7,106,7,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Aris,33,29,,36,396,3240,36,50,31.0,81.0,44,6,7,95,0,1,0.0,2.0,1,2.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Asteras Tripoli,33,27,,33,363,2970,33,40,31.0,71.0,37,3,5,94,6,1,0.0,2.0,1,2.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Atromitos,27,27,,33,363,2970,33,35,21.0,56.0,30,5,7,95,7,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
OFI Crete,30,28,,33,363,2970,33,35,24.0,59.0,31,4,6,99,0,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Olympiacos,36,27,,36,396,3240,36,72,43.0,115.0,62,10,14,86,3,2,1.0,3.0,1,2.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Panathinaikos,32,29,,36,396,3240,36,78,52.0,130.0,68,10,12,73,4,2,1.0,3.0,1,3.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Panetolikos,30,27,,33,363,2970,33,36,25.0,61.0,34,2,2,89,5,1,0.0,1.0,1,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Panserraikos,32,26,,33,363,2970,33,36,21.0,57.0,29,7,9,103,7,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
PAOK,28,27,,36,396,3240,36,84,57.0,141.0,80,4,8,83,1,2,1.0,3.0,2,3.0,Super_League_Greece,2023_2024,,,,,,,,,,,
PAS Giannina,34,28,,33,363,2970,33,33,23.0,56.0,29,4,4,100,5,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
PAS Lamia,32,29,,36,396,3240,36,42,30.0,72.0,40,2,4,100,4,1,0.0,2.0,1,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
Volos NFC,33,27,,33,363,2970,33,33,18.0,51.0,28,5,7,109,6,1,0.0,1.0,0,1.0,Super_League_Greece,2023_2024,,,,,,,,,,,
AEK Athens,31,28,,36,396,3240,36,56,37.0,93.0,51,5,7,88,4,1,1.0,2.0,1,2.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Apollon Smyrnis,34,29,,33,363,2970,33,16,10.0,26.0,15,1,3,89,8,0,0.0,0.0,0,0.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Aris,29,29,,36,396,3240,36,39,25.0,64.0,32,7,8,80,2,1,0.0,1.0,0,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Asteras Tripoli,27,26,,33,363,2970,33,33,25.0,58.0,31,2,2,79,5,1,0.0,1.0,0,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Atromitos,31,28,,33,363,2970,33,33,17.0,50.0,29,4,5,65,4,1,0.0,1.0,0,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Ionikos,30,29,,33,363,2970,33,43,30.0,73.0,41,2,2,84,4,1,0.0,2.0,1,2.0,Super_League_Greece,2021_2022,,,,,,,,,,,
OFI Crete,31,27,,33,363,2970,33,38,16.0,54.0,33,5,8,95,3,1,0.0,1.0,1,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Olympiacos,35,28,,36,396,3240,36,61,32.0,93.0,55,6,8,53,0,1,0.0,2.0,1,2.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Panathinaikos,28,28,,36,396,3240,36,50,32.0,82.0,42,8,10,81,4,1,0.0,2.0,1,2.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Panetolikos,29,26,,33,363,2970,33,32,17.0,49.0,30,2,3,70,0,0,0.0,1.0,0,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
PAOK,33,27,,36,396,3240,36,56,27.0,83.0,43,13,15,82,2,1,0.0,2.0,1,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
PAS Giannina,26,27,,36,396,3240,36,33,18.0,51.0,27,6,7,73,0,0,0.0,1.0,0,1.0,Super_League_Greece,2021_2022,,,,,,,,,,,
PAS Lamia,30,28,,33,363,2970,33,22,11.0,33.0,19,3,3,67,1,0,0.0,1.0,0,0.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Volos NFC,28,27,,33,363,2970,33,47,27.0,74.0,43,4,6,87,5,1,0.0,2.0,1,2.0,Super_League_Greece,2021_2022,,,,,,,,,,,
Cracovia,29,26,,34,374,3060,34,42,31.0,73.0,39,3,5,70,3,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Górnik Zabrze,26,26,,34,374,3060,34,44,27.0,71.0,40,4,4,70,7,1,0.0,2.0,1,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Jagiellonia,27,26,,34,374,3060,34,74,50.0,124.0,66,8,9,70,2,2,1.0,3.0,1,3.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Korona Kielce,28,27,,34,374,3060,34,38,25.0,63.0,34,4,4,72,1,1,0.0,1.0,1,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Lech Poznań,26,27,,34,374,3060,34,47,38.0,85.0,44,3,3,74,3,1,1.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Legia Warsaw,30,27,,34,374,3060,34,49,30.0,79.0,42,7,9,84,6,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Piast Gliwice,29,27,,34,374,3060,34,36,21.0,57.0,28,8,9,74,3,1,0.0,1.0,0,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Pogoń Szczecin,29,28,,34,374,3060,34,55,38.0,93.0,50,5,7,67,2,1,1.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Puszcza Niepołomice,33,26,,34,374,3060,34,39,23.0,62.0,31,8,8,93,4,1,0.0,1.0,0,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Radomiak Radom,34,27,,34,374,3060,34,39,27.0,66.0,38,1,5,88,7,1,0.0,1.0,1,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
RKS Raków,34,25,,34,374,3060,34,50,29.0,79.0,45,5,8,71,3,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Ruch Chorzów,37,27,,34,374,3060,34,39,24.0,63.0,34,5,6,76,5,1,0.0,1.0,1,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Śląsk Wrocław,31,25,,34,374,3060,34,50,32.0,82.0,42,8,9,75,4,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Stal Mielec,26,27,,34,374,3060,34,42,32.0,74.0,40,2,3,61,3,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Warta Poznań,30,26,,34,374,3060,34,31,18.0,49.0,26,5,6,72,2,0,0.0,1.0,0,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Widzew Łódź,29,27,,34,374,3060,34,43,30.0,73.0,39,4,5,79,3,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Zagłębie Lubin,26,26,,34,374,3060,34,43,29.0,72.0,41,2,3,61,6,1,0.0,2.0,1,2.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Łódzki KS,37,26,,34,374,3060,34,34,18.0,52.0,26,8,8,87,6,1,0.0,1.0,0,1.0,Ekstraklasa,2023_2024,,,,,,,,,,,
Atalanta,32,27,55.0,38,418,3420,38,62,48.0,110.0,57,5,6,87,2,1,1.0,2.0,1,2.0,Serie_A,2021_2022,62.0,58.0,48.0,106.0,796.0,1858.0,2.0,1.0,1.0,2.0,1.0
Bologna,36,26,50.0,38,418,3420,38,43,34.0,77.0,39,4,5,92,7,1,0.0,2.0,1,1.0,Serie_A,2021_2022,44.0,41.0,33.0,74.0,540.0,1276.0,1.0,1.0,0.0,2.0,1.0
Cagliari,33,26,44.0,38,418,3420,38,34,26.0,60.0,31,3,4,96,5,0,0.0,1.0,0,1.0,Serie_A,2021_2022,39.0,36.0,29.0,66.0,474.0,1088.0,1.0,1.0,0.0,1.0,0.0
Empoli,28,24,47.0,38,418,3420,38,47,27.0,74.0,40,7,7,87,5,1,0.0,1.0,1,1.0,Serie_A,2021_2022,44.0,39.0,28.0,68.0,658.0,1477.0,1.0,1.0,0.0,1.0,1.0
Fiorentina,28,26,57.0,38,418,3420,38,59,33.0,92.0,50,9,12,89,8,1,0.0,2.0,1,2.0,Serie_A,2021_2022,60.0,50.0,39.0,90.0,755.0,1584.0,2.0,1.0,1.0,2.0,1.0
Genoa,40,27,43.0,38,418,3420,38,26,19.0,45.0,20,6,7,92,3,0,0.0,1.0,0,1.0,Serie_A,2021_2022,37.0,31.0,26.0,58.0,517.0,1101.0,1.0,0.0,0.0,1.0,0.0
Hellas Verona,31,26,50.0,38,418,3420,38,63,44.0,107.0,56,7,8,100,7,1,1.0,2.0,1,2.0,Serie_A,2021_2022,50.0,44.0,34.0,78.0,677.0,1587.0,2.0,1.0,0.0,2.0,1.0
Inter,27,28,56.0,38,418,3420,38,83,57.0,140.0,76,7,11,71,0,2,1.0,3.0,2,3.0,Serie_A,2021_2022,81.0,73.0,57.0,130.0,782.0,1778.0,3.0,2.0,1.0,3.0,1.0
Juventus,32,27,51.0,38,418,3420,38,56,37.0,93.0,51,5,6,77,2,1,0.0,2.0,1,2.0,Serie_A,2021_2022,51.0,46.0,36.0,83.0,701.0,1464.0,2.0,1.0,0.0,2.0,1.0
Lazio,27,29,55.0,38,418,3420,38,74,48.0,122.0,67,7,9,88,5,1,1.0,3.0,1,2.0,Serie_A,2021_2022,55.0,48.0,38.0,87.0,788.0,1527.0,3.0,1.0,1.0,2.0,1.0
Milan,28,25,54.0,38,418,3420,38,66,39.0,105.0,61,5,8,76,3,1,1.0,2.0,1,2.0,Serie_A,2021_2022,59.0,54.0,42.0,96.0,806.0,1486.0,2.0,1.0,1.0,2.0,1.0
Napoli,27,27,58.0,38,418,3420,38,74,46.0,120.0,64,10,14,63,2,1,1.0,3.0,1,2.0,Serie_A,2021_2022,57.0,46.0,37.0,83.0,827.0,1665.0,2.0,1.0,0.0,2.0,1.0
Roma,29,26,51.0,38,418,3420,38,58,31.0,89.0,51,7,9,111,8,1,0.0,2.0,1,2.0,Serie_A,2021_2022,65.0,58.0,46.0,104.0,733.0,1587.0,2.0,1.0,1.0,2.0,1.0
Salernitana,42,27,41.0,38,418,3420,38,32,19.0,51.0,28,4,5,94,5,0,0.0,1.0,0,1.0,Serie_A,2021_2022,36.0,32.0,24.0,57.0,528.0,1031.0,1.0,0.0,0.0,1.0,0.0
Sampdoria,34,29,46.0,38,418,3420,38,42,29.0,71.0,40,2,4,94,4,1,0.0,1.0,1,1.0,Serie_A,2021_2022,36.0,33.0,26.0,59.0,467.0,1187.0,1.0,0.0,0.0,1.0,0.0
Sassuolo,29,26,54.0,38,418,3420,38,60,39.0,99.0,53,7,7,92,4,1,1.0,2.0,1,2.0,Serie_A,2021_2022,55.0,50.0,39.0,89.0,815.0,1507.0,2.0,1.0,1.0,2.0,1.0
Spezia,30,24,42.0,38,418,3420,38,38,25.0,63.0,35,3,5,88,4,1,0.0,1.0,0,1.0,Serie_A,2021_2022,40.0,36.0,27.0,64.0,511.0,999.0,1.0,1.0,0.0,1.0,0.0
Torino,31,25,53.0,38,418,3420,38,43,27.0,70.0,37,6,6,89,3,1,0.0,1.0,0,2.0,Serie_A,2021_2022,48.0,44.0,36.0,80.0,628.0,1320.0,1.0,1.0,0.0,2.0,1.0
Udinese,29,26,42.0,38,418,3420,38,58,36.0,94.0,55,3,4,95,6,1,0.0,2.0,1,2.0,Serie_A,2021_2022,51.0,48.0,36.0,84.0,669.0,1226.0,2.0,1.0,0.0,2.0,1.0
Venezia,39,26,42.0,38,418,3420,38,34,23.0,57.0,31,3,5,110,9,0,0.0,1.0,0,1.0,Serie_A,2021_2022,36.0,32.0,26.0,58.0,540.0,1088.0,1.0,0.0,0.0,1.0,0.0
Ajax,30,25,66.0,34,374,3060,34,86,66.0,152.0,81,5,5,46,1,2,1.0,4.0,2,4.0,Eredivisie,2022_2023,78.0,74.0,61.0,136.0,862.0,2313.0,4.0,2.0,1.0,4.0,2.0
AZ Alkmaar,29,24,53.0,34,374,3060,34,65,48.0,113.0,63,2,3,51,1,1,1.0,3.0,1,2.0,Eredivisie,2022_2023,55.0,53.0,44.0,97.0,671.0,1666.0,3.0,1.0,1.0,2.0,1.0
Cambuur,31,25,47.0,34,374,3060,34,25,16.0,41.0,24,1,2,49,4,0,0.0,1.0,0,2.0,Eredivisie,2022_2023,41.0,39.0,29.0,68.0,569.0,1129.0,1.0,1.0,0.0,2.0,1.0
Emmen,30,25,48.0,34,374,3060,34,31,19.0,50.0,30,1,1,43,2,0,0.0,1.0,0,1.0,Eredivisie,2022_2023,36.0,35.0,27.0,63.0,548.0,1134.0,1.0,1.0,0.0,1.0,1.0
Excelsior,28,23,41.0,34,374,3060,34,30,24.0,54.0,30,0,2,49,1,0,0.0,1.0,0,1.0,Eredivisie,2022_2023,35.0,33.0,25.0,59.0,473.0,1094.0,1.0,1.0,0.0,1.0,0.0
Feyenoord,30,23,58.0,34,374,3060,34,77,60.0,137.0,74,3,3,47,0,2,1.0,4.0,2,3.0,Eredivisie,2022_2023,65.0,63.0,50.0,113.0,973.0,1906.0,3.0,1.0,1.0,3.0,1.0
Fortuna Sittard,28,26,44.0,34,374,3060,34,39,22.0,61.0,32,7,7,63,3,1,0.0,1.0,0,1.0,Eredivisie,2022_2023,36.0,31.0,24.0,55.0,529.0,1036.0,1.0,1.0,0.0,1.0,0.0
Go Ahead Eag,27,24,46.0,34,374,3060,34,45,25.0,70.0,43,2,4,51,2,1,0.0,2.0,1,2.0,Eredivisie,2022_2023,45.0,41.0,31.0,73.0,475.0,1232.0,2.0,1.0,0.0,2.0,1.0
Groningen,36,23,46.0,34,374,3060,34,30,23.0,53.0,29,1,1,51,5,0,0.0,1.0,0,1.0,Eredivisie,2022_2023,31.0,31.0,25.0,56.0,527.0,1062.0,1.0,0.0,0.0,1.0,0.0
Heerenveen,26,24,50.0,34,374,3060,34,43,29.0,72.0,42,1,3,51,1,1,0.0,2.0,1,2.0,Eredivisie,2022_2023,44.0,41.0,29.0,71.0,632.0,1245.0,2.0,1.0,0.0,2.0,1.0
NEC Nijmegen,22,25,50.0,34,374,3060,34,42,32.0,74.0,38,4,5,48,3,1,0.0,2.0,1,2.0,Eredivisie,2022_2023,48.0,44.0,35.0,79.0,637.0,1256.0,2.0,1.0,1.0,2.0,1.0
